drug	organism	mg_per_L	comment
Florfenicol	Streptococcus equi subspecies equi	NA	unspecified
Florfenicol	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Florfenicol	Streptococcus equisimilis	NA	insufficient data
Florfenicol	Streptococcus suis	4	NA
Florfenicol	Streptococcus uberis	4	NA
Flucloxacillin	Staphylococcus aureus	1	tentative
Flumequine	Bordetella bronchiseptica	NA	insufficient data
Flumequine	Escherichia coli	2	NA
Flumequine	Haemophilus parasuis	NA	insufficient data
Flumequine	Mannheimia haemolytica	0.5	NA
Flumequine	Pasteurella multocida	0.5	NA
Flumequine	Pseudomonas aeruginosa	NA	insufficient data
Flumequine	Salmonella enterica	2	NA
Flumequine	Staphylococcus hyicus	4	tentative
Flumequine	Staphylococcus pseudintermedius	8	tentative
Flumequine	Streptococcus dysgalactiae	NA	insufficient data
Fosfomycin	Acinetobacter baumannii	512	tentative
Fosfomycin	Citrobacter freundii	NA	insufficient data
Fosfomycin	Citrobacter koseri	NA	insufficient data
Fosfomycin	Enterobacter cloacae	NA	insufficient data
Fosfomycin	Enterococcus faecalis	128	NA
Fosfomycin	Enterococcus faecium	128	tentative
Fosfomycin	Escherichia coli	4	NA
Fosfomycin	Klebsiella aerogenes	NA	insufficient data
Fosfomycin	Klebsiella oxytoca	NA	insufficient data
Fosfomycin	Klebsiella pneumoniae	128	NA
Fosfomycin	Proteus mirabilis	8	tentative
Fosfomycin	Pseudomonas aeruginosa	256	NA
Fosfomycin	Serratia marcescens	32	tentative
Fosfomycin	Staphylococcus aureus	32	NA
Fosfomycin	Staphylococcus epidermidis	NA	insufficient data
Fosfomycin	Streptococcus pneumoniae	NA	insufficient data
Fusidic acid	Clostridioides difficile	2	tentative
Fusidic acid	Enterococcus faecalis ATCC 29212	NA	insufficient data
Fusidic acid	Haemophilus influenzae	NA	insufficient data
Fusidic acid	Staphylococcus aureus	0.5	NA
Fusidic acid	Staphylococcus aureus ATCC 29213	NA	insufficient data
Fusidic acid	Staphylococcus aureus MRSA	0.5	NA
Fusidic acid	Staphylococcus aureus MSSA	0.5	NA
Fusidic acid	Staphylococcus epidermidis	NA	insufficient data
Fusidic acid	Staphylococcus haemolyticus	NA	unspecified
Fusidic acid	Staphylococcus lugdunensis	NA	insufficient data
Fusidic acid	Streptococcus agalactiae	NA	insufficient data
Fusidic acid	Streptococcus pneumoniae	NA	insufficient data
Fusidic acid	Streptococcus pyogenes	16	tentative
Fusidic acid	Streptococcus uberis	NA	insufficient data
Fusidic acid	Yersinia enterocolitica	NA	insufficient data
Gamithromycin	Actinobacillus pleuropneumoniae	NA	insufficient data
Gamithromycin	Mannheimia haemolytica	2	NA
Gamithromycin	Pasteurella multocida	4	NA
Gamithromycin	Staphylococcus hyicus	NA	insufficient data
Gamithromycin	Staphylococcus pseudintermedius	0.5	NA
Gamithromycin	Streptococcus suis	NA	unspecified
Gatifloxacin	Bacteroides fragilis	NA	insufficient data
Gatifloxacin	Enterococcus faecalis	2	NA
Gatifloxacin	Enterococcus faecium	NA	insufficient data
Gatifloxacin	Escherichia coli	0.125	tentative
Gatifloxacin	Francisella tularensis	NA	unspecified
Gatifloxacin	Haemophilus influenzae	0.03	NA
Gatifloxacin	Klebsiella oxytoca	NA	insufficient data
Gatifloxacin	Klebsiella pneumoniae	0.25	tentative
Gatifloxacin	Moraxella catarrhalis	0.125	tentative
Gatifloxacin	Morganella morganii	0.5	tentative
Gatifloxacin	Proteus mirabilis	0.5	NA
Gatifloxacin	Proteus vulgaris	0.5	NA
Gatifloxacin	Pseudomonas aeruginosa	2	NA
Gatifloxacin	Pseudomonas fluorescens group	NA	insufficient data
Gatifloxacin	Salmonella enterica	NA	insufficient data
Gatifloxacin	Serratia marcescens	1	tentative
Gatifloxacin	Staphylococcus aureus	0.25	tentative
Gatifloxacin	Staphylococcus capitis	NA	insufficient data
Gatifloxacin	Staphylococcus epidermidis	NA	insufficient data
Gatifloxacin	Staphylococcus haemolyticus	NA	insufficient data
Gatifloxacin	Staphylococcus saprophyticus	NA	insufficient data
Gatifloxacin	Staphylococcus warneri	NA	insufficient data
Gatifloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Gatifloxacin	Streptococcus agalactiae	1	tentative
Gatifloxacin	Streptococcus pneumoniae	1	NA
Gatifloxacin	Streptococcus pyogenes	1	NA
Gemifloxacin	Bacteroides fragilis	NA	insufficient data
Gemifloxacin	Enterococcus faecalis	0.25	tentative
Gemifloxacin	Francisella tularensis	NA	unspecified
Gemifloxacin	Haemophilus influenzae	NA	insufficient data
Gemifloxacin	Moraxella catarrhalis	NA	insufficient data
Gemifloxacin	Neisseria gonorrhoeae	NA	insufficient data
Gemifloxacin	Neisseria meningitidis	NA	insufficient data
Gemifloxacin	Proteus mirabilis	0.5	tentative
Gemifloxacin	Proteus vulgaris	NA	insufficient data
Gemifloxacin	Pseudomonas aeruginosa	1	NA
Gemifloxacin	Serratia marcescens	NA	insufficient data
Gemifloxacin	Staphylococcus aureus	NA	insufficient data
Gemifloxacin	Staphylococcus saprophyticus	NA	insufficient data
Gemifloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Gemifloxacin	Streptococcus agalactiae	NA	insufficient data
Gemifloxacin	Streptococcus pneumoniae	0.125	tentative
Gemifloxacin	Streptococcus pyogenes	NA	insufficient data
Gentamicin	Acinetobacter baumannii	2	NA
Gentamicin	Actinobacillus pleuropneumoniae	32	NA
Gentamicin	Aeromonas caviae	NA	insufficient data
Gentamicin	Aeromonas hydrophila	NA	insufficient data
Gentamicin	Aeromonas veronii	NA	insufficient data
Gentamicin	Alcaligenes faecalis	NA	insufficient data
Gentamicin	Bacillus cereus	NA	insufficient data
Gentamicin	Bifidobacterium longum	NA	insufficient data
Gentamicin	Brucella melitensis	0.5	NA
Gentamicin	Campylobacter coli	2	NA
Gentamicin	Campylobacter jejuni	2	NA
Gentamicin	Citrobacter freundii	2	NA
Gentamicin	Citrobacter koseri	2	tentative
Gentamicin	Corynebacterium diphtheriae	NA	insufficient data
Gentamicin	Corynebacterium ulcerans	NA	insufficient data
Gentamicin	Enterobacter agglomerans	NA	insufficient data
Gentamicin	Enterobacter cloacae	2	NA
Gentamicin	Enterococcus faecalis	64	NA
Gentamicin	Enterococcus faecium	32	NA
Gentamicin	Enterococcus hirae	32	NA
Gentamicin	Escherichia coli	2	NA
Gentamicin	Escherichia coli ATCC 25922	NA	insufficient data
Gentamicin	Escherichia coli NCTC 13846	NA	insufficient data
Gentamicin	Hafnia alvei	NA	unspecified
Gentamicin	Klebsiella aerogenes	2	NA
Gentamicin	Klebsiella oxytoca	2	NA
Gentamicin	Klebsiella pneumoniae	2	NA
Gentamicin	Kocuria kristinae	NA	unspecified
Gentamicin	Lactobacillus delbrueckii	NA	insufficient data
Gentamicin	Lactobacillus lactis	NA	unspecified
Gentamicin	Lactobacillus plantarum	NA	insufficient data
Gentamicin	Lactobacillus reuteri	NA	insufficient data
Gentamicin	Lactobacillus rhamnosus	16	tentative
Gentamicin	Listeria monocytogenes	2	tentative
Gentamicin	Mannheimia haemolytica	4	NA
Gentamicin	Moraxella catarrhalis	NA	insufficient data
Gentamicin	Morganella morganii	2	NA
Gentamicin	Neisseria gonorrhoeae	16	tentative
Gentamicin	Pantoea agglomerans	NA	insufficient data
Gentamicin	Pasteurella multocida	8	NA
Gentamicin	Proteus mirabilis	4	NA
Gentamicin	Proteus vulgaris	2	NA
Gentamicin	Pseudomonas aeruginosa	8	NA
Gentamicin	Rothia aeria	NA	unspecified
Gentamicin	Rothia dentocariosa	NA	unspecified
Gentamicin	Rothia mucilaginosa	NA	unspecified
Gentamicin	Salmonella enterica	2	NA
Gentamicin	Serratia liquefaciens	NA	insufficient data
Gentamicin	Serratia marcescens	2	NA
Gentamicin	Staphylococcus aureus	2	NA
Gentamicin	Staphylococcus aureus MRSA	2	tentative
Gentamicin	Staphylococcus aureus MSSA	2	tentative
Gentamicin	Staphylococcus epidermidis	0.25	tentative
Gentamicin	Staphylococcus epidermidis MSSE	NA	unspecified
Gentamicin	Staphylococcus hominis	NA	insufficient data
Gentamicin	Staphylococcus hyicus	0.5	NA
Gentamicin	Staphylococcus intermedius	NA	insufficient data
Gentamicin	Staphylococcus pseudintermedius	0.25	NA
Gentamicin	Staphylococcus saprophyticus	NA	insufficient data
Gentamicin	Streptococcus agalactiae	64	NA
Gentamicin	Streptococcus anginosus	NA	insufficient data
Gentamicin	Streptococcus canis	4	tentative
Gentamicin	Streptococcus dysgalactiae	NA	insufficient data
Gentamicin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Gentamicin	Streptococcus equisimilis	NA	unspecified
Gentamicin	Streptococcus group G	16	NA
Gentamicin	Streptococcus oralis	NA	insufficient data
Gentamicin	Streptococcus pneumoniae	NA	insufficient data
Gentamicin	Streptococcus pyogenes	32	NA
Gentamicin	Streptococcus uberis	NA	unspecified
Gentamicin	Yersinia enterocolitica	NA	insufficient data
Imipenem-Relebactam	Acinetobacter baumannii	NA	insufficient data
Imipenem-Relebactam	Bacteroides fragilis	NA	insufficient data
Imipenem-Relebactam	Bacteroides ovatus	NA	insufficient data
Imipenem-Relebactam	Bacteroides thetaiotaomicron	NA	insufficient data
Imipenem-Relebactam	Citrobacter freundii	NA	insufficient data
Imipenem-Relebactam	Enterobacter cloacae	NA	insufficient data
Imipenem-Relebactam	Escherichia coli	NA	insufficient data
Imipenem-Relebactam	Escherichia coli ATCC 25922	NA	unspecified
Imipenem-Relebactam	Klebsiella aerogenes	NA	insufficient data
Imipenem-Relebactam	Klebsiella oxytoca	NA	insufficient data
Imipenem-Relebactam	Klebsiella pneumoniae	NA	insufficient data
Imipenem-Relebactam	Pseudomonas aeruginosa	NA	insufficient data
Imipenem-Relebactam	Pseudomonas aeruginosa ATCC 27853	NA	unspecified
Imipenem-Relebactam	Staphylococcus aureus	NA	insufficient data
Imipenem-Relebactam	Streptococcus anginosus	NA	insufficient data
Imipenem-Relebactam	Streptococcus constellatus	NA	unspecified
Imipenem	Achromobacter xylosoxidans	NA	insufficient data
Imipenem	Acinetobacter baumannii	2	NA
Imipenem	Acinetobacter pittii	NA	insufficient data
Imipenem	Aeromonas hydrophila	NA	insufficient data
Imipenem	Aeromonas veronii	NA	insufficient data
Imipenem	Alcaligenes faecalis	NA	insufficient data
Imipenem	Bacteroides capillosus	NA	insufficient data
Imipenem	Bacteroides fragilis	1	NA
Imipenem	Bacteroides fragilis group	NA	insufficient data
Imipenem	Bacteroides ovatus	0.5	tentative
Imipenem	Bacteroides thetaiotaomicron	2	NA
Imipenem	Bacteroides vulgatus	0.5	tentative
Imipenem	Burkholderia pseudomallei	2	NA
Imipenem	Campylobacter jejuni	NA	insufficient data
Imipenem	Citrobacter freundii	2	NA
Imipenem	Citrobacter koseri	0.5	tentative
Imipenem	Clostridioides difficile	16	tentative
Imipenem	Clostridium perfringens	NA	insufficient data
Imipenem	Enterobacter agglomerans	NA	insufficient data
Imipenem	Enterobacter cloacae	2	NA
Imipenem	Enterobacter dissolvens	NA	insufficient data
Imipenem	Enterococcus avium	NA	insufficient data
Imipenem	Enterococcus casseliflavus	NA	insufficient data
Imipenem	Enterococcus faecalis	4	NA
Imipenem	Enterococcus faecium	4	NA
Imipenem	Enterococcus gallinarum	NA	insufficient data
Imipenem	Escherichia coli	0.5	NA
Imipenem	Escherichia coli ATCC 25922	NA	insufficient data
Imipenem	Escherichia coli NCTC 13846	NA	insufficient data
Imipenem	Haemophilus influenzae	4	NA
Imipenem	Haemophilus influenzae ATCC 49766	NA	insufficient data
Imipenem	Haemophilus parainfluenzae	2	tentative
Imipenem	Klebsiella aerogenes	2	NA
Imipenem	Klebsiella oxytoca	1	NA
Imipenem	Klebsiella pneumoniae	1	NA
Imipenem	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Imipenem	Moraxella catarrhalis	0.5	tentative
Imipenem	Morganella morganii	8	NA
Imipenem	Mycobacterium abscessus	64	NA
Imipenem	Neisseria gonorrhoeae	NA	insufficient data
Imipenem	Nocardia cyriacigeorgica	NA	unspecified
Imipenem	Nocardia takedensis	NA	unspecified
Imipenem	Parabacteroides distasonis	NA	insufficient data
Imipenem	Pasteurella multocida	NA	insufficient data
Imipenem	Plesiomonas shigelloides	NA	insufficient data
Imipenem	Proteus mirabilis	8	NA
Imipenem	Proteus vulgaris	8	NA
Imipenem	Providencia rettgeri	NA	insufficient data
Imipenem	Providencia stuartii	4	tentative
Imipenem	Pseudomonas aeruginosa	4	NA
Imipenem	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Imipenem	Salmonella enterica	1	NA
Imipenem	Salmonella Enteritidis	NA	insufficient data
Imipenem	Salmonella Paratyphi	NA	insufficient data
Imipenem	Salmonella Typhi	NA	insufficient data
Imipenem	Salmonella Typhimurium	NA	insufficient data
Imipenem	Serratia liquefaciens	4	tentative
Imipenem	Serratia marcescens	4	NA
Imipenem	Shigella flexneri	NA	insufficient data
Imipenem	Shigella sonnei	NA	insufficient data
Imipenem	Staphylococcus aureus	0.125	NA
Imipenem	Staphylococcus aureus ATCC 29213	NA	insufficient data
Imipenem	Staphylococcus hominis	NA	insufficient data
Imipenem	Staphylococcus saprophyticus	NA	insufficient data
Imipenem	Streptococcus agalactiae	0.125	NA
Imipenem	Streptococcus anginosus	0.06	tentative
Imipenem	Streptococcus group G	NA	unspecified
Imipenem	Streptococcus intermedius	NA	insufficient data
Imipenem	Streptococcus oralis	NA	insufficient data
Imipenem	Streptococcus pneumoniae	NA	insufficient data
Imipenem	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Imipenem	Streptococcus pyogenes	NA	insufficient data
Imipenem	Yersinia enterocolitica	NA	insufficient data
Kanamycin	Actinobacillus pleuropneumoniae	64	NA
Kanamycin	Bordetella bronchiseptica	NA	insufficient data
Kanamycin	Campylobacter jejuni	NA	insufficient data
Kanamycin	Citrobacter freundii	NA	insufficient data
Kanamycin	Citrobacter koseri	NA	insufficient data
Kanamycin	Enterobacter cloacae	NA	insufficient data
Kanamycin	Escherichia coli	16	tentative
Kanamycin	Haemophilus parasuis	NA	insufficient data
Kanamycin	Klebsiella aerogenes	NA	insufficient data
Kanamycin	Klebsiella oxytoca	NA	insufficient data
Kanamycin	Klebsiella pneumoniae	4	tentative
Kanamycin	Klebsiella variicola	NA	insufficient data
Kanamycin	Lactobacillus reuteri	NA	insufficient data
Kanamycin	Listeria monocytogenes	NA	insufficient data
Kanamycin	Mannheimia haemolytica	16	NA
Kanamycin	Morganella morganii	NA	insufficient data
Kanamycin	Mycobacterium tuberculosis 7H9	NA	insufficient data
Kanamycin	Pasteurella multocida	32	NA
Kanamycin	Proteus mirabilis	NA	insufficient data
Kanamycin	Pseudomonas aeruginosa	256	NA
Kanamycin	Salmonella enterica	NA	insufficient data
Kanamycin	Serratia liquefaciens	NA	insufficient data
Kanamycin	Serratia marcescens	NA	insufficient data
Kanamycin	Staphylococcus aureus	8	tentative
Kanamycin	Staphylococcus epidermidis	NA	insufficient data
Kanamycin	Streptococcus uberis	NA	insufficient data
Lefamulin	Clostridioides difficile	NA	insufficient data
Lefamulin	Enterococcus faecalis	NA	insufficient data
Lefamulin	Enterococcus faecium	0.5	NA
Lefamulin	Haemophilus influenzae	4	NA
Lefamulin	Haemophilus parainfluenzae	8	NA
Lefamulin	Moraxella catarrhalis	0.25	NA
Lefamulin	Neisseria gonorrhoeae	NA	insufficient data
Lefamulin	Staphylococcus aureus	0.25	NA
Lefamulin	Staphylococcus aureus MRSA	0.25	NA
Lefamulin	Staphylococcus aureus MSSA	0.25	NA
Lefamulin	Staphylococcus capitis	0.25	tentative
Lefamulin	Staphylococcus cohnii	NA	insufficient data
Lefamulin	Staphylococcus epidermidis	0.25	NA
Lefamulin	Staphylococcus haemolyticus	0.25	NA
Lefamulin	Staphylococcus hominis	0.25	NA
Lefamulin	Staphylococcus lugdunensis	0.06	tentative
Lefamulin	Staphylococcus warneri	NA	insufficient data
Lefamulin	Streptococcus agalactiae	0.125	NA
Lefamulin	Streptococcus anginosus	NA	insufficient data
Lefamulin	Streptococcus bovis	NA	unspecified
Lefamulin	Streptococcus dysgalactiae	0.125	tentative
Lefamulin	Streptococcus group C	0.125	tentative
Lefamulin	Streptococcus group G	0.125	tentative
Lefamulin	Streptococcus mitis	NA	insufficient data
Lefamulin	Streptococcus pneumoniae	0.5	NA
Lefamulin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Lefamulin	Streptococcus pyogenes	0.125	NA
Lefamulin	Streptococcus salivarius	NA	insufficient data
Levofloxacin	Achromobacter xylosoxidans	NA	insufficient data
Levofloxacin	Acinetobacter baumannii	0.5	tentative
Levofloxacin	Aerococcus urinae	NA	insufficient data
Levofloxacin	Aeromonas hydrophila	NA	insufficient data
Levofloxacin	Alcaligenes faecalis	NA	insufficient data
Levofloxacin	Bacillus anthracis	0.25	NA
Levofloxacin	Bacteroides fragilis	4	tentative
Levofloxacin	Bacteroides fragilis group	NA	insufficient data
Levofloxacin	Bacteroides thetaiotaomicron	NA	insufficient data
Levofloxacin	Brucella melitensis	1	NA
Levofloxacin	Burkholderia cepacia complex	NA	unspecified
Levofloxacin	Campylobacter jejuni	NA	insufficient data
Levofloxacin	Citrobacter freundii	0.125	tentative
Levofloxacin	Citrobacter koseri	NA	insufficient data
Levofloxacin	Clostridioides difficile	NA	insufficient data
Levofloxacin	Enterobacter cloacae	0.125	tentative
Levofloxacin	Enterococcus faecalis	4	NA
Levofloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Levofloxacin	Enterococcus faecium	8	tentative
Levofloxacin	Escherichia coli	0.125	NA
Levofloxacin	Haemophilus influenzae	0.06	NA
Levofloxacin	Haemophilus parainfluenzae	NA	insufficient data
Levofloxacin	Helicobacter pylori	0.5	tentative
Levofloxacin	Kingella kingae	NA	insufficient data
Levofloxacin	Klebsiella aerogenes	0.25	tentative
Levofloxacin	Klebsiella oxytoca	NA	insufficient data
Levofloxacin	Klebsiella pneumoniae	0.25	NA
Levofloxacin	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Levofloxacin	Moraxella catarrhalis	0.125	NA
Levofloxacin	Morganella morganii	0.125	tentative
Levofloxacin	Mycobacterium tuberculosis 7H9	NA	insufficient data
Levofloxacin	Neisseria gonorrhoeae	NA	insufficient data
Levofloxacin	Neisseria meningitidis	NA	insufficient data
Levofloxacin	Proteus mirabilis	0.25	NA
Levofloxacin	Proteus vulgaris	0.25	tentative
Levofloxacin	Pseudomonas aeruginosa	2	NA
Levofloxacin	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Levofloxacin	Pseudomonas fluorescens group	NA	insufficient data
Levofloxacin	Rothia aeria	NA	insufficient data
Levofloxacin	Rothia dentocariosa	NA	insufficient data
Levofloxacin	Rothia mucilaginosa	NA	insufficient data
Levofloxacin	Salmonella enterica	0.25	tentative
Levofloxacin	Serratia marcescens	0.5	tentative
Levofloxacin	Staphylococcus aureus	1	NA
Levofloxacin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Levofloxacin	Staphylococcus auricularis	NA	insufficient data
Levofloxacin	Staphylococcus capitis	0.5	tentative
Levofloxacin	Staphylococcus epidermidis	0.5	NA
Levofloxacin	Staphylococcus haemolyticus	NA	insufficient data
Levofloxacin	Staphylococcus hominis	NA	insufficient data
Levofloxacin	Staphylococcus intermedius	NA	insufficient data
Levofloxacin	Staphylococcus saprophyticus	NA	insufficient data
Levofloxacin	Staphylococcus simulans	NA	insufficient data
Levofloxacin	Staphylococcus warneri	0.5	tentative
Levofloxacin	Stenotrophomonas maltophilia	4	NA
Levofloxacin	Streptococcus agalactiae	2	tentative
Levofloxacin	Streptococcus anginosus	NA	insufficient data
Levofloxacin	Streptococcus anginosus group	NA	insufficient data
Levofloxacin	Streptococcus bovis	NA	insufficient data
Levofloxacin	Streptococcus constellatus	NA	insufficient data
Levofloxacin	Streptococcus group C	2	tentative
Levofloxacin	Streptococcus group G	1	tentative
Levofloxacin	Streptococcus intermedius	NA	insufficient data
Levofloxacin	Streptococcus mitis	NA	insufficient data
Levofloxacin	Streptococcus mutans	NA	insufficient data
Levofloxacin	Streptococcus oralis	NA	insufficient data
Levofloxacin	Streptococcus pneumoniae	2	NA
Levofloxacin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Levofloxacin	Streptococcus pyogenes	2	NA
Levofloxacin	Streptococcus salivarius	NA	insufficient data
Levofloxacin	Streptococcus sanguinis	NA	insufficient data
Levofloxacin	Vibrio alginolyticus	NA	unspecified
Levofloxacin	Vibrio cholerae	0.016	tentative
Levofloxacin	Vibrio fluvialis	NA	unspecified
Levofloxacin	Vibrio parahaemolyticus	NA	unspecified
Levofloxacin	Vibrio vulnificus	NA	unspecified
Levofloxacin	Yersinia enterocolitica	NA	insufficient data
Lincomycin	Listeria monocytogenes	NA	insufficient data
Lincomycin	Pasteurella multocida	NA	insufficient data
Lincomycin	Staphylococcus aureus	2	tentative
Lincomycin	Staphylococcus hyicus	4	tentative
Lincomycin	Staphylococcus pseudintermedius	2	NA
Lincomycin	Streptococcus agalactiae	1	tentative
Lincomycin	Streptococcus canis	1	tentative
Lincomycin	Streptococcus dysgalactiae	1	NA
Lincomycin	Streptococcus equi subspecies equi	NA	unspecified
Lincomycin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Lincomycin	Streptococcus equisimilis	NA	insufficient data
Lincomycin	Streptococcus suis	NA	insufficient data
Lincomycin	Streptococcus uberis	0.5	NA
Linezolid	Bacillus anthracis	2	NA
Linezolid	Bacillus cereus	NA	insufficient data
Linezolid	Campylobacter jejuni	NA	insufficient data
Linezolid	Clostridioides difficile	NA	insufficient data
Linezolid	Corynebacterium diphtheriae	0.5	tentative
Linezolid	Corynebacterium ulcerans	1	tentative
Linezolid	Cutibacterium acnes	NA	insufficient data
Linezolid	Enterococcus faecalis	4	NA
Linezolid	Enterococcus faecalis ATCC 29212	NA	insufficient data
Linezolid	Enterococcus faecium	4	NA
Linezolid	Haemophilus influenzae	NA	insufficient data
Linezolid	Kocuria kristinae	NA	unspecified
Linezolid	Lactobacillus reuteri	NA	insufficient data
Linezolid	Listeria monocytogenes	NA	insufficient data
Linezolid	Mycobacterium abscessus	64	NA
Linezolid	Mycobacterium avium	64	NA
Linezolid	Mycobacterium avium ATCC 700898	NA	unspecified
Linezolid	Mycobacterium intracellulare	64	tentative
Linezolid	Mycobacterium tuberculosis 7H9	NA	insufficient data
Linezolid	Rothia aeria	NA	unspecified
Linezolid	Rothia dentocariosa	NA	unspecified
Linezolid	Rothia mucilaginosa	NA	unspecified
Linezolid	Staphylococcus aureus	4	NA
Linezolid	Staphylococcus aureus ATCC 29213	NA	insufficient data
Linezolid	Staphylococcus aureus MRSA	4	NA
Linezolid	Staphylococcus aureus MSSA	4	NA
Linezolid	Staphylococcus auricularis	NA	insufficient data
Linezolid	Staphylococcus capitis	2	tentative
Linezolid	Staphylococcus cohnii	NA	insufficient data
Linezolid	Staphylococcus epidermidis	4	NA
Linezolid	Staphylococcus epidermidis MSSE	NA	insufficient data
Linezolid	Staphylococcus haemolyticus	2	NA
Linezolid	Staphylococcus hominis	2	tentative
Linezolid	Staphylococcus intermedius	NA	insufficient data
Linezolid	Staphylococcus lugdunensis	NA	insufficient data
Linezolid	Staphylococcus saprophyticus	2	tentative
Linezolid	Staphylococcus simulans	NA	insufficient data
Linezolid	Staphylococcus warneri	2	tentative
Linezolid	Staphylococcus xylosus	NA	insufficient data
Linezolid	Streptococcus agalactiae	2	NA
Linezolid	Streptococcus anginosus	2	tentative
Linezolid	Streptococcus anginosus group	NA	insufficient data
Linezolid	Streptococcus bovis	NA	insufficient data
Linezolid	Streptococcus constellatus	NA	insufficient data
Linezolid	Streptococcus group C	NA	unspecified
Linezolid	Streptococcus group G	2	tentative
Linezolid	Streptococcus intermedius	NA	insufficient data
Linezolid	Streptococcus mitis	NA	insufficient data
Linezolid	Streptococcus oralis	2	tentative
Linezolid	Streptococcus pneumoniae	4	NA
Linezolid	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Linezolid	Streptococcus pyogenes	2	NA
Linezolid	Streptococcus salivarius	NA	unspecified
Linezolid	Streptococcus sanguinis	NA	insufficient data
Linezolid	Streptococcus uberis	NA	insufficient data
Loracarbef	Citrobacter freundii	NA	insufficient data
Loracarbef	Enterobacter cloacae	NA	insufficient data
Loracarbef	Enterococcus faecalis	NA	insufficient data
Loracarbef	Escherichia coli	NA	insufficient data
Loracarbef	Haemophilus influenzae	NA	insufficient data
Loracarbef	Klebsiella aerogenes	NA	insufficient data
Loracarbef	Klebsiella oxytoca	NA	insufficient data
Loracarbef	Klebsiella pneumoniae	NA	insufficient data
Loracarbef	Proteus mirabilis	8	tentative
Loracarbef	Streptococcus pneumoniae	NA	insufficient data
Loracarbef	Yersinia enterocolitica	NA	insufficient data
Marbofloxacin	Streptococcus uberis	NA	unspecified
Mecillinam	Citrobacter freundii	NA	insufficient data
Mecillinam	Citrobacter koseri	NA	insufficient data
Mecillinam	Enterobacter cloacae	NA	insufficient data
Mecillinam	Escherichia coli	0.5	tentative
Mecillinam	Klebsiella aerogenes	NA	insufficient data
Mecillinam	Klebsiella oxytoca	NA	insufficient data
Mecillinam	Klebsiella pneumoniae	NA	insufficient data
Mecillinam	Staphylococcus saprophyticus	NA	insufficient data
Meropenem-Vaborbactam	Acinetobacter baumannii	NA	insufficient data
Meropenem-Vaborbactam	Escherichia coli	NA	insufficient data
Meropenem-Vaborbactam	Escherichia coli ATCC 25922	NA	unspecified
Meropenem-Vaborbactam	Klebsiella oxytoca	NA	insufficient data
Meropenem-Vaborbactam	Klebsiella pneumoniae	NA	insufficient data
Meropenem-Vaborbactam	Pseudomonas aeruginosa	NA	insufficient data
Meropenem-Vaborbactam	Pseudomonas aeruginosa ATCC 27853	NA	unspecified
Meropenem	Achromobacter xylosoxidans	NA	unspecified
Meropenem	Acinetobacter baumannii	4	NA
Meropenem	Acinetobacter pittii	NA	insufficient data
Meropenem	Actinomyces israelii	NA	insufficient data
Meropenem	Aerococcus sanguinicola	NA	insufficient data
Meropenem	Aerococcus urinae	NA	insufficient data
Meropenem	Bacillus cereus	NA	insufficient data
Meropenem	Bacteroides caccae	NA	insufficient data
Meropenem	Bacteroides fragilis	0.125	NA
Meropenem	Bacteroides fragilis group	NA	insufficient data
Meropenem	Bacteroides ovatus	0.25	tentative
Meropenem	Bacteroides thetaiotaomicron	0.25	NA
Meropenem	Bacteroides uniformis	0.25	tentative
Meropenem	Bacteroides vulgatus	0.25	NA
Meropenem	Burkholderia cepacia complex	NA	insufficient data
Meropenem	Burkholderia pseudomallei	4	NA
Meropenem	Citrobacter freundii	NA	insufficient data
Meropenem	Citrobacter koseri	NA	insufficient data
Meropenem	Clostridioides difficile	8	tentative
Meropenem	Corynebacterium diphtheriae	0.25	tentative
Meropenem	Corynebacterium ulcerans	0.25	tentative
Meropenem	Cutibacterium acnes	NA	insufficient data
Meropenem	Enterobacter cloacae	0.25	NA
Meropenem	Enterobacter sakazakii	NA	insufficient data
Meropenem	Enterococcus avium	NA	insufficient data
Meropenem	Enterococcus faecalis	16	NA
Meropenem	Escherichia coli	0.06	NA
Meropenem	Escherichia coli ATCC 25922	NA	insufficient data
Meropenem	Escherichia coli NCTC 13846	NA	insufficient data
Meropenem	Haemophilus influenzae	0.125	NA
Meropenem	Haemophilus influenzae ATCC 49247	NA	insufficient data
Meropenem	Haemophilus parainfluenzae	NA	insufficient data
Meropenem	Hafnia alvei	NA	insufficient data
Meropenem	Kingella kingae	NA	insufficient data
Meropenem	Klebsiella aerogenes	0.25	NA
Meropenem	Klebsiella oxytoca	0.125	NA
Meropenem	Klebsiella pneumoniae	0.125	NA
