drug	organism	mg_per_L	count
Flumequine	Pasteurella multocida	1	6
Gentamicin	Pasteurella multocida	1	118
Kanamycin	Pasteurella multocida	1	26
Neomycin	Pasteurella multocida	1	32
Oxytetracycline	Pasteurella multocida	1	28
Spectinomycin	Pasteurella multocida	1	0
Tetracycline	Pasteurella multocida	1	44
Tigecycline	Pasteurella multocida	1	0
Tilmicosin	Pasteurella multocida	1	53
Imipenem	Pasteurella spp	1	0
Moxifloxacin	Peptostreptococcus micros	1	1
Benzylpenicillin	Peptostreptococcus spp	1	0
Ciprofloxacin	Peptostreptococcus spp	1	18
Clarithromycin	Peptostreptococcus spp	1	0
Ertapenem	Peptostreptococcus spp	1	3
Erythromycin	Peptostreptococcus spp	1	5
Imipenem	Peptostreptococcus spp	1	1
Levofloxacin	Peptostreptococcus spp	1	8
Meropenem	Peptostreptococcus spp	1	2
Moxifloxacin	Peptostreptococcus spp	1	9
Quinupristin-Dalfopristin	Peptostreptococcus spp	1	3
Roxithromycin	Peptostreptococcus spp	1	3
Telithromycin	Peptostreptococcus spp	1	0
Ticarcillin-Clavulanic acid	Peptostreptococcus spp	1	28
Tigecycline	Peptostreptococcus spp	1	0
Ofloxacin	Plesiomonas shigelloides	1	0
Sparfloxacin	Plesiomonas shigelloides	1	0
Amoxicillin	Porphyromonas spp	1	2
Imipenem	Porphyromonas spp	1	0
Amoxicillin	Prevotella spp	1	9
Benzylpenicillin	Prevotella spp	1	7
Cefoxitin	Prevotella spp	1	26
Clindamycin	Prevotella spp	1	0
Imipenem	Prevotella spp	1	6
Levofloxacin	Prevotella spp	1	28
Metronidazole	Prevotella spp	1	104
Piperacillin-Tazobactam	Prevotella spp	1	13
Ticarcillin-Clavulanic acid	Prevotella spp	1	5
Cefalothin (a.k.a. Cefalotin)	Prevotella spp beta lactamase pos	1	4
Amoxicillin	Propionibacterium acnes	1	1
Benzylpenicillin	Propionibacterium acnes	1	0
Linezolid	Propionibacterium acnes	1	96
Tetracycline	Propionibacterium acnes	1	93
Vancomycin	Propionibacterium acnes	1	131
Amikacin	Proteus mirabilis	1	380
Amoxicillin	Proteus mirabilis	1	80
Amoxicillin-Clavulanic acid (fixed)	Proteus mirabilis	1	36
Ampicillin	Proteus mirabilis	1	1565
Ampicillin-Sulbactam (fixed)	Proteus mirabilis	1	13
Ampicillin-Sulbactam (ratio)	Proteus mirabilis	1	945
Cefaclor	Proteus mirabilis	1	55
Cefadroxil	Proteus mirabilis	1	0
Cefalexin	Proteus mirabilis	1	0
Cefaloridine	Proteus mirabilis	1	7
Cefalothin (a.k.a. Cefalotin)	Proteus mirabilis	1	9
Cefazolin	Proteus mirabilis	1	0
Cefepime	Proteus mirabilis	1	9
Cefixime	Proteus mirabilis	1	0
Cefoperazone	Proteus mirabilis	1	37
Cefotaxime	Proteus mirabilis	1	13
Cefoxitin	Proteus mirabilis	1	269
Cefpirome	Proteus mirabilis	1	0
Ceftazidime	Proteus mirabilis	1	30
Ceftibuten	Proteus mirabilis	1	0
Ceftobiprole	Proteus mirabilis	1	5
Ceftriaxone	Proteus mirabilis	1	0
Cefuroxime	Proteus mirabilis	1	5546
Ciprofloxacin	Proteus mirabilis	1	85
Colistin	Proteus mirabilis	1	1
Doripenem	Proteus mirabilis	1	27
Doxycycline	Proteus mirabilis	1	0
Ertapenem	Proteus mirabilis	1	3
Fosfomycin	Proteus mirabilis	1	188
Gatifloxacin	Proteus mirabilis	1	18
Gemifloxacin	Proteus mirabilis	1	10
Gentamicin	Proteus mirabilis	1	2333
Imipenem	Proteus mirabilis	1	4676
Kanamycin	Proteus mirabilis	1	0
Levofloxacin	Proteus mirabilis	1	75
Loracarbef	Proteus mirabilis	1	138
Mecillinam	Proteus mirabilis	1	13
Meropenem	Proteus mirabilis	1	17
Minocycline	Proteus mirabilis	1	1
Moxifloxacin	Proteus mirabilis	1	116
Nalidixic acid	Proteus mirabilis	1	4
Netilmicin	Proteus mirabilis	1	53
Nitrofurantoin	Proteus mirabilis	1	0
Norfloxacin	Proteus mirabilis	1	0
Ofloxacin	Proteus mirabilis	1	10
Piperacillin	Proteus mirabilis	1	68
Piperacillin-Tazobactam	Proteus mirabilis	1	553
Sparfloxacin	Proteus mirabilis	1	18
Sulbactam	Proteus mirabilis	1	2
Tetracycline	Proteus mirabilis	1	7
Tigecycline	Proteus mirabilis	1	212
Tobramycin	Proteus mirabilis	1	2514
Trimethoprim	Proteus mirabilis	1	476
Trimethoprim-Sulfamethoxazole	Proteus mirabilis	1	120
Amikacin	Proteus spp	1	29
Ampicillin	Proteus spp	1	3
Cefadroxil	Proteus spp	1	2
Cefalothin (a.k.a. Cefalotin)	Proteus spp	1	3
Cefixime	Proteus spp	1	0
Ceftibuten	Proteus spp	1	0
Doxycycline	Proteus spp	1	1
Fosfomycin	Proteus spp	1	23
Gentamicin	Proteus spp	1	26
Levofloxacin	Proteus spp	1	0
Loracarbef	Proteus spp	1	0
Netilmicin	Proteus spp	1	15
Nitrofurantoin	Proteus spp	1	0
Piperacillin	Proteus spp	1	9
Piperacillin-Tazobactam	Proteus spp	1	17
Sparfloxacin	Proteus spp	1	2
Tetracycline	Proteus spp	1	3
Tobramycin	Proteus spp	1	15
Amikacin	Proteus vulgaris	1	82
Ampicillin	Proteus vulgaris	1	15
Ampicillin-Sulbactam (ratio)	Proteus vulgaris	1	92
Cefalexin	Proteus vulgaris	1	0
Cefepime	Proteus vulgaris	1	1
Cefoperazone	Proteus vulgaris	1	10
Cefotaxime	Proteus vulgaris	1	0
Cefoxitin	Proteus vulgaris	1	1
Cefpirome	Proteus vulgaris	1	0
Ceftazidime	Proteus vulgaris	1	1
Ceftobiprole	Proteus vulgaris	1	2
Cefuroxime	Proteus vulgaris	1	29
Ciprofloxacin	Proteus vulgaris	1	0
Colistin	Proteus vulgaris	1	0
Doripenem	Proteus vulgaris	1	0
Doxycycline	Proteus vulgaris	1	6
Ertapenem	Proteus vulgaris	1	1
Gatifloxacin	Proteus vulgaris	1	1
Gemifloxacin	Proteus vulgaris	1	5
Gentamicin	Proteus vulgaris	1	217
Imipenem	Proteus vulgaris	1	375
Levofloxacin	Proteus vulgaris	1	3
Mecillinam	Proteus vulgaris	1	5
Meropenem	Proteus vulgaris	1	5
Moxifloxacin	Proteus vulgaris	1	28
Nalidixic acid	Proteus vulgaris	1	14
Ofloxacin	Proteus vulgaris	1	0
Piperacillin	Proteus vulgaris	1	120
Piperacillin-Tazobactam	Proteus vulgaris	1	61
Sparfloxacin	Proteus vulgaris	1	6
Sulbactam	Proteus vulgaris	1	0
Tetracycline	Proteus vulgaris	1	1
Tigecycline	Proteus vulgaris	1	123
Tobramycin	Proteus vulgaris	1	290
Trimethoprim	Proteus vulgaris	1	115
Trimethoprim-Sulfamethoxazole	Proteus vulgaris	1	5
Ampicillin	Providencia rettgeri	1	7
Ampicillin-Sulbactam (ratio)	Providencia rettgeri	1	2
Cefoxitin	Providencia rettgeri	1	16
Cefuroxime	Providencia rettgeri	1	8
Ertapenem	Providencia rettgeri	1	0
Gentamicin	Providencia rettgeri	1	2
Imipenem	Providencia rettgeri	1	55
Meropenem	Providencia rettgeri	1	0
Piperacillin	Providencia rettgeri	1	33
Piperacillin-Tazobactam	Providencia rettgeri	1	15
Tigecycline	Providencia rettgeri	1	43
Cefpirome	Providencia spp	1	0
Ceftazidime	Providencia spp	1	2
Ceftriaxone	Providencia spp	1	0
Ciprofloxacin	Providencia spp	1	0
Ertapenem	Providencia spp	1	1
Fosfomycin	Providencia spp	1	2
Gemifloxacin	Providencia spp	1	0
Imipenem	Providencia spp	1	15
Mecillinam	Providencia spp	1	1
Meropenem	Providencia spp	1	0
Norfloxacin	Providencia spp	1	0
Ofloxacin	Providencia spp	1	20
Sparfloxacin	Providencia spp	1	4
Amikacin	Providencia stuartii	1	2
Ampicillin	Providencia stuartii	1	2
Ampicillin-Sulbactam (ratio)	Providencia stuartii	1	0
Cefoxitin	Providencia stuartii	1	16
Ceftazidime	Providencia stuartii	1	2
Ceftobiprole	Providencia stuartii	1	0
Cefuroxime	Providencia stuartii	1	14
Ciprofloxacin	Providencia stuartii	1	1
Doripenem	Providencia stuartii	1	2
Ertapenem	Providencia stuartii	1	1
Gentamicin	Providencia stuartii	1	2
Imipenem	Providencia stuartii	1	101
Mecillinam	Providencia stuartii	1	0
Meropenem	Providencia stuartii	1	5
Piperacillin	Providencia stuartii	1	75
Piperacillin-Tazobactam	Providencia stuartii	1	33
Tigecycline	Providencia stuartii	1	54
Amikacin	Pseudomonas aeruginosa	1	955
Ampicillin-Sulbactam (ratio)	Pseudomonas aeruginosa	1	3
Aztreonam	Pseudomonas aeruginosa	1	86
Cefepime	Pseudomonas aeruginosa	1	3781
Cefotaxime	Pseudomonas aeruginosa	1	13
Cefpirome	Pseudomonas aeruginosa	1	135
Cefpodoxime	Pseudomonas aeruginosa	1	1
Ceftazidime	Pseudomonas aeruginosa	1	5966
Ceftobiprole	Pseudomonas aeruginosa	1	2209
Ceftriaxone	Pseudomonas aeruginosa	1	239
Ciprofloxacin	Pseudomonas aeruginosa	1	1878
Clinafloxacin	Pseudomonas aeruginosa	1	104
Colistin	Pseudomonas aeruginosa	1	1786
Doripenem	Pseudomonas aeruginosa	1	1430
Ertapenem	Pseudomonas aeruginosa	1	178
Fosfomycin	Pseudomonas aeruginosa	1	2
Gatifloxacin	Pseudomonas aeruginosa	1	1179
Gemifloxacin	Pseudomonas aeruginosa	1	179
Gentamicin	Pseudomonas aeruginosa	1	4735
Imipenem	Pseudomonas aeruginosa	1	24779
Kanamycin	Pseudomonas aeruginosa	1	2
Levofloxacin	Pseudomonas aeruginosa	1	3043
Meropenem	Pseudomonas aeruginosa	1	8798
Moxifloxacin	Pseudomonas aeruginosa	1	1924
Netilmicin	Pseudomonas aeruginosa	1	171
Norfloxacin	Pseudomonas aeruginosa	1	38
Ofloxacin	Pseudomonas aeruginosa	1	561
Piperacillin	Pseudomonas aeruginosa	1	338
Piperacillin-Tazobactam	Pseudomonas aeruginosa	1	884
Sparfloxacin	Pseudomonas aeruginosa	1	183
Sulbactam	Pseudomonas aeruginosa	1	1
Tetracycline	Pseudomonas aeruginosa	1	4
Ticarcillin	Pseudomonas aeruginosa	1	247
Ticarcillin-Clavulanic acid	Pseudomonas aeruginosa	1	545
Tigecycline	Pseudomonas aeruginosa	1	16
Tobramycin	Pseudomonas aeruginosa	1	7145
Trimethoprim-Sulfamethoxazole	Pseudomonas aeruginosa	1	13
Ampicillin-Sulbactam (ratio)	Pseudomonas fluorescens group	1	0
Cefepime	Pseudomonas fluorescens group	1	30
Ceftazidime	Pseudomonas fluorescens group	1	24
Ceftobiprole	Pseudomonas fluorescens group	1	0
Ceftriaxone	Pseudomonas fluorescens group	1	2
Ciprofloxacin	Pseudomonas fluorescens group	1	0
Imipenem	Pseudomonas fluorescens group	1	90
Levofloxacin	Pseudomonas fluorescens group	1	10
Meropenem	Pseudomonas fluorescens group	1	30
Piperacillin	Pseudomonas fluorescens group	1	53
Piperacillin-Tazobactam	Pseudomonas fluorescens group	1	24
Ticarcillin	Pseudomonas fluorescens group	1	4
Ticarcillin-Clavulanic acid	Pseudomonas fluorescens group	1	3
Ampicillin-Sulbactam (ratio)	Pseudomonas putida group	1	0
Imipenem	Pseudomonas stutzeri group	1	0
Piperacillin	Pseudomonas stutzeri group	1	18
Piperacillin-Tazobactam	Pseudomonas stutzeri group	1	15
Ampicillin	Raoultella spp	1	0
Cefalothin (a.k.a. Cefalotin)	Raoultella spp	1	3
Chloramphenicol	Raoultella spp	1	13
Ciprofloxacin	Raoultella spp	1	1
Colistin	Raoultella spp	1	1
Gentamicin	Raoultella spp	1	1
Nalidixic acid	Raoultella spp	1	0
Piperacillin-Tazobactam	Raoultella spp	1	10
Streptomycin	Raoultella spp	1	4
Tetracycline	Raoultella spp	1	37
Colistin	Salmonella dublin	1	24
Ampicillin	Salmonella enteritidis	1	41
Ampicillin-Sulbactam (ratio)	Salmonella enteritidis	1	68
Cefoperazone	Salmonella enteritidis	1	8
Cefoxitin	Salmonella enteritidis	1	25
Ceftobiprole	Salmonella enteritidis	1	0
Cefuroxime	Salmonella enteritidis	1	2
Colistin	Salmonella enteritidis	1	765
Imipenem	Salmonella enteritidis	1	1
Meropenem	Salmonella enteritidis	1	0
Piperacillin	Salmonella enteritidis	1	0
Piperacillin-Tazobactam	Salmonella enteritidis	1	9
Ticarcillin	Salmonella enteritidis	1	4
Ticarcillin-Clavulanic acid	Salmonella enteritidis	1	11
Tigecycline	Salmonella enteritidis	1	38
Ampicillin-Sulbactam (ratio)	Salmonella group B	1	22
Ticarcillin-Clavulanic acid	Salmonella group B	1	4
Ampicillin-Sulbactam (ratio)	Salmonella group C	1	8
Ticarcillin-Clavulanic acid	Salmonella group C	1	3
Ampicillin-Sulbactam (ratio)	Salmonella group D	1	33
Ticarcillin-Clavulanic acid	Salmonella group D	1	6
Ampicillin	Salmonella paratyphi	1	12
Ampicillin-Sulbactam (ratio)	Salmonella paratyphi	1	12
Cefoperazone	Salmonella paratyphi	1	4
Imipenem	Salmonella paratyphi	1	0
Piperacillin	Salmonella paratyphi	1	0
Ticarcillin	Salmonella paratyphi	1	0
Ticarcillin-Clavulanic acid	Salmonella paratyphi	1	1
Tigecycline	Salmonella paratyphi	1	23
Amikacin	Salmonella spp	1	8
Amoxicillin	Salmonella spp	1	5791
Ampicillin	Salmonella spp	1	3873
Azithromycin	Salmonella spp	1	1
Aztreonam	Salmonella spp	1	0
Cefalothin (a.k.a. Cefalotin)	Salmonella spp	1	4
Cefazolin	Salmonella spp	1	88
Cefoperazone	Salmonella spp	1	24
Cefotaxime	Salmonella spp	1	18
Cefoxitin	Salmonella spp	1	1305
Ceftazidime	Salmonella spp	1	1663
Ceftiofur	Salmonella spp	1	973
Ceftobiprole	Salmonella spp	1	0
Cefuroxime	Salmonella spp	1	25
Chloramphenicol	Salmonella spp	1	0
Ciprofloxacin	Salmonella spp	1	0
Colistin	Salmonella spp	1	5566
Doxycycline	Salmonella spp	1	243
Enrofloxacin	Salmonella spp	1	2
Ertapenem	Salmonella spp	1	0
Florfenicol	Salmonella spp	1	1
Flumequine	Salmonella spp	1	2855
Gatifloxacin	Salmonella spp	1	1
Gentamicin	Salmonella spp	1	776
Imipenem	Salmonella spp	1	47
Kanamycin	Salmonella spp	1	979
Levofloxacin	Salmonella spp	1	1
Mecillinam	Salmonella spp	1	5
Meropenem	Salmonella spp	1	1
Nalidixic acid	Salmonella spp	1	5
Neomycin	Salmonella spp	1	7127
Ofloxacin	Salmonella spp	1	2
Piperacillin	Salmonella spp	1	2
Piperacillin-Tazobactam	Salmonella spp	1	144
Sparfloxacin	Salmonella spp	1	0
Spectinomycin	Salmonella spp	1	0
Streptomycin	Salmonella spp	1	0
Sulfamethoxazole	Salmonella spp	1	0
Tetracycline	Salmonella spp	1	1001
Ticarcillin	Salmonella spp	1	98
Ticarcillin-Clavulanic acid	Salmonella spp	1	37
Trimethoprim	Salmonella spp	1	689
Trimethoprim-Sulfamethoxazole	Salmonella spp	1	81
Ampicillin	Salmonella typhi	1	91
Ampicillin-Sulbactam (ratio)	Salmonella typhi	1	10
Azithromycin	Salmonella typhi	1	0
Cefoxitin	Salmonella typhi	1	94
Ceftobiprole	Salmonella typhi	1	0
Cefuroxime	Salmonella typhi	1	1
Imipenem	Salmonella typhi	1	0
Meropenem	Salmonella typhi	1	0
Piperacillin	Salmonella typhi	1	0
Piperacillin-Tazobactam	Salmonella typhi	1	106
Sparfloxacin	Salmonella typhi	1	0
Ticarcillin	Salmonella typhi	1	82
Tigecycline	Salmonella typhi	1	3
Ampicillin	Salmonella typhimurium	1	16
Ampicillin-Sulbactam (ratio)	Salmonella typhimurium	1	7
Cefoxitin	Salmonella typhimurium	1	18
Ceftobiprole	Salmonella typhimurium	1	0
Cefuroxime	Salmonella typhimurium	1	3
Colistin	Salmonella typhimurium	1	4777
Imipenem	Salmonella typhimurium	1	0
Meropenem	Salmonella typhimurium	1	0
Piperacillin	Salmonella typhimurium	1	0
Piperacillin-Tazobactam	Salmonella typhimurium	1	8
Ticarcillin	Salmonella typhimurium	1	6
Ticarcillin-Clavulanic acid	Salmonella typhimurium	1	8
Tigecycline	Salmonella typhimurium	1	56
Amikacin	Serratia liquefaciens	1	3
Amoxicillin	Serratia liquefaciens	1	0
Ampicillin	Serratia liquefaciens	1	1
Ampicillin-Sulbactam (ratio)	Serratia liquefaciens	1	2
Cefalothin (a.k.a. Cefalotin)	Serratia liquefaciens	1	0
Cefpodoxime	Serratia liquefaciens	1	48
Cefpodoxime-Clavulanic acid	Serratia liquefaciens	1	27
Ceftobiprole	Serratia liquefaciens	1	0
Cefuroxime	Serratia liquefaciens	1	4
Chloramphenicol	Serratia liquefaciens	1	0
Ciprofloxacin	Serratia liquefaciens	1	0
Colistin	Serratia liquefaciens	1	0
Doripenem	Serratia liquefaciens	1	0
Gentamicin	Serratia liquefaciens	1	47
Imipenem	Serratia liquefaciens	1	76
Mecillinam	Serratia liquefaciens	1	0
Meropenem	Serratia liquefaciens	1	0
Minocycline	Serratia liquefaciens	1	12
Nalidixic acid	Serratia liquefaciens	1	26
Norfloxacin	Serratia liquefaciens	1	0
Piperacillin	Serratia liquefaciens	1	19
Piperacillin-Tazobactam	Serratia liquefaciens	1	95
Streptomycin	Serratia liquefaciens	1	29
Tetracycline	Serratia liquefaciens	1	5
Tobramycin	Serratia liquefaciens	1	64
Trimethoprim-Sulfamethoxazole	Serratia liquefaciens	1	8
Amikacin	Serratia marcescens	1	82
Ampicillin	Serratia marcescens	1	1
Ampicillin-Sulbactam (ratio)	Serratia marcescens	1	0
Aztreonam	Serratia marcescens	1	2
Cefazolin	Serratia marcescens	1	1
Cefepime	Serratia marcescens	1	29
Cefoperazone	Serratia marcescens	1	3
Cefotaxime	Serratia marcescens	1	44
Cefoxitin	Serratia marcescens	1	2
Cefpodoxime	Serratia marcescens	1	277
Cefpodoxime-Clavulanic acid	Serratia marcescens	1	90
Ceftazidime	Serratia marcescens	1	924
Ceftibuten	Serratia marcescens	1	10
Ceftobiprole	Serratia marcescens	1	50
Ceftriaxone	Serratia marcescens	1	16
Ciprofloxacin	Serratia marcescens	1	85
Colistin	Serratia marcescens	1	2
Doripenem	Serratia marcescens	1	4
Doxycycline	Serratia marcescens	1	4
Ertapenem	Serratia marcescens	1	0
Fosfomycin	Serratia marcescens	1	7
Gatifloxacin	Serratia marcescens	1	6
Gemifloxacin	Serratia marcescens	1	6
Gentamicin	Serratia marcescens	1	435
Imipenem	Serratia marcescens	1	2379
Levofloxacin	Serratia marcescens	1	69
Mecillinam	Serratia marcescens	1	1
Meropenem	Serratia marcescens	1	44
Moxifloxacin	Serratia marcescens	1	33
Piperacillin	Serratia marcescens	1	215
Piperacillin-Tazobactam	Serratia marcescens	1	1138
Sulbactam	Serratia marcescens	1	0
Tetracycline	Serratia marcescens	1	1
Ticarcillin	Serratia marcescens	1	22
Ticarcillin-Clavulanic acid	Serratia marcescens	1	107
Tigecycline	Serratia marcescens	1	164
Tobramycin	Serratia marcescens	1	471
Trimethoprim	Serratia marcescens	1	77
Trimethoprim-Sulfamethoxazole	Serratia marcescens	1	93
Amikacin	Serratia spp	1	7
Amoxicillin	Serratia spp	1	0
Ampicillin	Serratia spp	1	1
Ampicillin-Sulbactam (ratio)	Serratia spp	1	3
Cefalothin (a.k.a. Cefalotin)	Serratia spp	1	0
Cefotaxime	Serratia spp	1	26
Cefoxitin	Serratia spp	1	0
Cefpirome	Serratia spp	1	0
Cefpodoxime	Serratia spp	1	96
Cefpodoxime-Clavulanic acid	Serratia spp	1	42
Ceftazidime	Serratia spp	1	35
Ceftobiprole	Serratia spp	1	18
Chloramphenicol	Serratia spp	1	2
Ciprofloxacin	Serratia spp	1	25
Clinafloxacin	Serratia spp	1	2
Doripenem	Serratia spp	1	3
Ertapenem	Serratia spp	1	10
Florfenicol	Serratia spp	1	0
Gatifloxacin	Serratia spp	1	5
Gentamicin	Serratia spp	1	238
Imipenem	Serratia spp	1	104
Levofloxacin	Serratia spp	1	14
Minocycline	Serratia spp	1	7
Moxifloxacin	Serratia spp	1	4
Nalidixic acid	Serratia spp	1	11
Norfloxacin	Serratia spp	1	0
Ofloxacin	Serratia spp	1	9
Piperacillin	Serratia spp	1	41
Piperacillin-Tazobactam	Serratia spp	1	125
Sparfloxacin	Serratia spp	1	31
Spectinomycin	Serratia spp	1	0
Streptomycin	Serratia spp	1	8
Tetracycline	Serratia spp	1	0
Tigecycline	Serratia spp	1	38
Tobramycin	Serratia spp	1	68
Trimethoprim	Serratia spp	1	45
Trimethoprim-Sulfamethoxazole	Serratia spp	1	7
Azithromycin	Shigella boydii	1	0
Ciprofloxacin	Shigella boydii	1	0
Tigecycline	Shigella boydii	1	4
Azithromycin	Shigella dysenteriae	1	0
Ciprofloxacin	Shigella dysenteriae	1	0
Tigecycline	Shigella dysenteriae	1	3
Ampicillin	Shigella flexneri	1	5
Ampicillin-Sulbactam (ratio)	Shigella flexneri	1	6
Azithromycin	Shigella flexneri	1	1
Cefazolin	Shigella flexneri	1	8
Cefoxitin	Shigella flexneri	1	5
Cefuroxime	Shigella flexneri	1	39
Ciprofloxacin	Shigella flexneri	1	1
Imipenem	Shigella flexneri	1	1
Meropenem	Shigella flexneri	1	1
Piperacillin	Shigella flexneri	1	1
Piperacillin-Tazobactam	Shigella flexneri	1	47
Ticarcillin	Shigella flexneri	1	7
Ticarcillin-Clavulanic acid	Shigella flexneri	1	34
Tigecycline	Shigella flexneri	1	4
Ampicillin	Shigella sonnei	1	1
Ampicillin-Sulbactam (ratio)	Shigella sonnei	1	3
Azithromycin	Shigella sonnei	1	0
Cefoxitin	Shigella sonnei	1	51
Cefuroxime	Shigella sonnei	1	6
Ciprofloxacin	Shigella sonnei	1	0
Imipenem	Shigella sonnei	1	1
Meropenem	Shigella sonnei	1	0
Piperacillin	Shigella sonnei	1	1
Piperacillin-Tazobactam	Shigella sonnei	1	165
Ticarcillin	Shigella sonnei	1	4
Ticarcillin-Clavulanic acid	Shigella sonnei	1	70
Tigecycline	Shigella sonnei	1	7
Azithromycin	Shigella spp	1	3
Ciprofloxacin	Shigella spp	1	1
Ertapenem	Shigella spp	1	0
Fosfomycin	Shigella spp	1	63
Gatifloxacin	Shigella spp	1	0
Imipenem	Shigella spp	1	3
Ofloxacin	Shigella spp	1	0
Sparfloxacin	Shigella spp	1	0
Amikacin	Staphylococcus aureus	1	349
Ampicillin	Staphylococcus aureus	1	407
Avilamycin	Staphylococcus aureus	1	0
Azithromycin	Staphylococcus aureus	1	1826
Benzylpenicillin	Staphylococcus aureus	1	947
Cefaclor	Staphylococcus aureus	1	424
Cefadroxil	Staphylococcus aureus	1	0
Cefalexin	Staphylococcus aureus	1	16
Cefalothin (a.k.a. Cefalotin)	Staphylococcus aureus	1	30
Cefazolin	Staphylococcus aureus	1	4718
Cefepime	Staphylococcus aureus	1	548
Cefixime	Staphylococcus aureus	1	0
Cefoperazone	Staphylococcus aureus	1	69
Cefotaxime	Staphylococcus aureus	1	2174
Cefotaxime-Clavulanate	Staphylococcus aureus	1	1
Cefoxitin	Staphylococcus aureus	1	273
Cefpodoxime	Staphylococcus aureus	1	597
Ceftaroline	Staphylococcus aureus	1	1185
Ceftiofur	Staphylococcus aureus	1	43
Ceftobiprole	Staphylococcus aureus	1	4583
Ceftriaxone	Staphylococcus aureus	1	4
Cefuroxime	Staphylococcus aureus	1	7253
Chloramphenicol	Staphylococcus aureus	1	10
Ciprofloxacin	Staphylococcus aureus	1	2972
Clarithromycin	Staphylococcus aureus	1	22
Clinafloxacin	Staphylococcus aureus	1	118
Clindamycin	Staphylococcus aureus	1	26
Cloxacillin	Staphylococcus aureus	1	1
Daptomycin	Staphylococcus aureus	1	603
Doripenem	Staphylococcus aureus	1	1
Doxycycline	Staphylococcus aureus	1	129
Ertapenem	Staphylococcus aureus	1	14
Erythromycin	Staphylococcus aureus	1	817
Florfenicol	Staphylococcus aureus	1	0
Fosfomycin	Staphylococcus aureus	1	255
Fusidic acid	Staphylococcus aureus	1	250
Gatifloxacin	Staphylococcus aureus	1	34
Gemifloxacin	Staphylococcus aureus	1	1
Gentamicin	Staphylococcus aureus	1	8598
Imipenem	Staphylococcus aureus	1	63
Kanamycin	Staphylococcus aureus	1	84
Levofloxacin	Staphylococcus aureus	1	310
Lincomycin	Staphylococcus aureus	1	681
Linezolid	Staphylococcus aureus	1	20019
Meropenem	Staphylococcus aureus	1	104
Minocycline	Staphylococcus aureus	1	7
Moxifloxacin	Staphylococcus aureus	1	255
Mupirocin	Staphylococcus aureus	1	81
Neomycin	Staphylococcus aureus	1	45
Netilmicin	Staphylococcus aureus	1	3
Nitrofurantoin	Staphylococcus aureus	1	2
Norfloxacin	Staphylococcus aureus	1	171
Ofloxacin	Staphylococcus aureus	1	90
Oxacillin	Staphylococcus aureus	1	1842
Phenoxymethylpenicillin	Staphylococcus aureus	1	460
Piperacillin	Staphylococcus aureus	1	145
Piperacillin-Tazobactam	Staphylococcus aureus	1	1526
Quinupristin-Dalfopristin	Staphylococcus aureus	1	669
Retapamulin	Staphylococcus aureus	1	1
Rifampicin	Staphylococcus aureus	1	9
Roxithromycin	Staphylococcus aureus	1	471
Sparfloxacin	Staphylococcus aureus	1	8
Spectinomycin	Staphylococcus aureus	1	0
Streptomycin	Staphylococcus aureus	1	6
Sulbactam	Staphylococcus aureus	1	1
Sulfamethoxazole	Staphylococcus aureus	1	0
Teicoplanin	Staphylococcus aureus	1	18151
Tetracycline	Staphylococcus aureus	1	79
Tiamulin	Staphylococcus aureus	1	57
Tigecycline	Staphylococcus aureus	1	3
Tobramycin	Staphylococcus aureus	1	468
Trimethoprim	Staphylococcus aureus	1	183
Trimethoprim-Sulfamethoxazole	Staphylococcus aureus	1	101
Vancomycin	Staphylococcus aureus	1	65730
Benzylpenicillin	Staphylococcus aureus MRSA	1	0
Cefoxitin	Staphylococcus aureus MRSA	1	0
Ceftaroline	Staphylococcus aureus MRSA	1	1145
Ceftobiprole	Staphylococcus aureus MRSA	1	7960
Ciprofloxacin	Staphylococcus aureus MRSA	1	3
Clarithromycin	Staphylococcus aureus MRSA	1	0
Clindamycin	Staphylococcus aureus MRSA	1	0
Daptomycin	Staphylococcus aureus MRSA	1	57
Doripenem	Staphylococcus aureus MRSA	1	1662
Erythromycin	Staphylococcus aureus MRSA	1	3
Fosfomycin	Staphylococcus aureus MRSA	1	29
Fusidic acid	Staphylococcus aureus MRSA	1	3
Gentamicin	Staphylococcus aureus MRSA	1	12
Linezolid	Staphylococcus aureus MRSA	1	3
Minocycline	Staphylococcus aureus MRSA	1	0
Moxifloxacin	Staphylococcus aureus MRSA	1	0
Mupirocin	Staphylococcus aureus MRSA	1	11
Oxacillin	Staphylococcus aureus MRSA	1	0
Piperacillin-Tazobactam	Staphylococcus aureus MRSA	1	1
Retapamulin	Staphylococcus aureus MRSA	1	0
Rifampicin	Staphylococcus aureus MRSA	1	0
Roxithromycin	Staphylococcus aureus MRSA	1	0
Teicoplanin	Staphylococcus aureus MRSA	1	239
Telithromycin	Staphylococcus aureus MRSA	1	3
Tetracycline	Staphylococcus aureus MRSA	1	52
Tigecycline	Staphylococcus aureus MRSA	1	1
Trimethoprim	Staphylococcus aureus MRSA	1	27
Vancomycin	Staphylococcus aureus MRSA	1	272
Benzylpenicillin	Staphylococcus aureus MSSA	1	2
Cefoxitin	Staphylococcus aureus MSSA	1	0
Ceftaroline	Staphylococcus aureus MSSA	1	0
Ceftobiprole	Staphylococcus aureus MSSA	1	300
Ciprofloxacin	Staphylococcus aureus MSSA	1	81
Clarithromycin	Staphylococcus aureus MSSA	1	0
